,lon,lat
2517,40.733951,37.312903
2518,28.363394,37.215374
2519,41.491038,38.734561
2520,34.714151,38.624694
2521,34.676608,37.969774
2522,37.879721,40.986166
2523,36.2464002,37.0746279
2524,40.517666,41.025511
2525,30.3948169,40.7730743
2526,36.3360667,41.2797031
2527,41.941978,37.927404
2528,35.151725,42.027974
2529,42.453714,37.518974
2530,37.0150217,39.750545
2531,27.511674,40.9780919
2532,36.5521928,40.3234643
2533,39.7167633,41.0026969
2534,39.548259,39.10617
2535,38.7955149,37.1674039
2536,29.4058825,38.6742286
2537,43.3729793,38.5012085
2538,29.284186,40.654895
2539,34.808573,39.821049
2540,31.78938,41.453521
2541,32.5825197,0.3475964
2542,37.670589,-6.8303731
2543,54.6972774,24.2991738
2544,55.8023118,24.1301619
2545,NA,NA
2546,52.7455935,23.8068351
2547,53.4686111,23.0022222
2548,-2.094278,57.149717
2549,-6.652792,54.3502798
2550,-5.93012,54.597285
2551,-3.023009,53.389991
2552,-1.890401,52.486243
2553,-1.880769,50.719164
2554,-0.137163,50.82253
2555,-2.58791,51.454513
2556,-3.17909,51.481581
2557,-2.932931,54.892473
2558,-2.673804,51.641856
2559,-1.421629,53.235048
2560,0.290472,50.768035
2561,-3.188267,55.953252
2562,0.322098,53.1002583
2563,-4.251806,55.864237
2564,-3.7227698,56.0097152
2565,-0.3367413,53.7456709
2566,-4.224721,57.477773
2567,-1.5200789,52.2851905
2568,-1.5490774,53.8007554
2569,-2.9915726,53.4083714
2570,-0.1277583,51.5073509
2571,-7.3085748,54.9966124
2572,-2.2426305,53.4807593
2573,-1.234956,54.574227
2574,-1.61778,54.978252
2575,-2.997664,51.584151
2576,1.297355,52.6308859
2577,-1.1581086,52.9547832
2578,-1.2577263,51.7520209
2579,-4.1426565,50.3754565
2580,-3.784097,51.5946799
2581,-1.0879769,50.8197675
2582,-2.984467,55.959538
2583,-0.9781303,51.4542645
2584,-2.2901264,53.4875235
2585,-4.21643,50.40921
2586,-0.654413,53.588646
2587,-1.4043509,50.9097004
2588,0.7077123,51.5459269
2589,0.42854,51.514121
2590,-1.3289821,54.5704551
2591,-2.179404,53.002668
2592,-1.383801,54.906869
2593,-3.943646,51.62144
2594,0.3529197,51.4934557
2595,-2.5969501,53.3900441
