"","lon","lat"
"286",-104.8319195,39.7294319
"287",-93.6305106,41.5254901
"288",-95.8453253,46.8171808
"289",-83.2835599,42.3412024
"290",-102.7896242,46.8791756
"291",-75.5243682,39.158168
"292",-92.1004852,46.7866719
"293",-78.898619,35.9940329
"294",-89.3856281,36.0345159
"295",-75.1812913,40.9995386
"296",-91.4984941,44.811349
"297",-115.5630514,32.792
"298",-92.6662674,33.20763
"299",-106.4850217,31.7618778
"300",-85.8649408,37.7030646
"301",-85.8344383,41.5822716
"302",-94.6830357,43.1127427
"303",-80.085059,42.1292241
"304",-123.086563,44.051085
"305",-124.1719048,40.7870517
"306",-87.5710898,37.9715592
"307",-147.7163889,64.8377778
"308",-80.1425781,39.4850848
"309",-96.7898034,46.8771863
"310",-108.2186856,36.7280583
"311",-78.8783585,35.0526641
"312",-94.5268707,36.1969179
"313",-83.6874562,43.0125274
"314",-79.7625625,34.1954331
"315",-87.6426644,34.8148561
"316",-105.0699032,40.4493313
"317",-91.2754272,40.633097
"318",-94.3985475,35.3859242
"319",-85.1393513,41.079273
"320",-119.7725868,36.7468422
"321",-83.8240663,34.2978794
"322",-119.7412875,38.8882398
"323",-105.5022205,44.2910915
"324",-77.9927651,35.3848841
"325",-83.3323848,32.8820866
"326",-98.3420118,40.9263957
"327",-108.5506486,39.0638705
"328",-85.7216596,42.8830428
"329",-123.3283925,42.4390069
"330",-104.7091322,40.4233142
"331",-88.019826,44.519159
"332",NA,NA
"333",-77.3663538,35.612661
"334",-82.6260059,34.8399737
"335",-88.8853078,30.3960318
"336",-77.6660582,39.6610147
"337",-114.1548161,46.2471437
"338",-90.4611995,30.5043583
"339",-119.5937941,36.0981175
"340",-84.5524358,35.9339638
"341",-77.686813,40.1600044
"342",-78.8689155,38.4495688
"343",-72.7087828,41.7615402
"344",-89.2903392,31.3271189
"345",-83.1932284,37.24954
"346",-112.0245054,46.5883707
"347",-81.6903851,35.7714964
"348",-155.09,19.7297222
"349",-157.8583333,21.3069444
"350",-93.0551795,34.5037004
"351",-90.7373839,29.6300359
"352",-94.9621943,29.7450565
"353",-82.4434873,38.4189719
"354",-86.5861037,34.7303688
"355",-86.0186724,39.9440534
"356",-90.1848103,32.2987573
"357",-88.8139469,35.6145169
"358",-81.655651,30.3321838
"359",-79.2378513,42.0996554
"360",-76.896616,35.8112719
"361",-86.9311094,38.3914418
"362",-78.9219698,40.3267407
"363",-134.4197222,58.3019444
"364",-85.5800022,42.2011538
"365",-114.3168131,48.1919889
"366",-94.5785667,39.0997265
"367",-159.3379818,22.0881391
"368",-72.2781409,42.933692
"369",-77.9622069,34.9623883
"370",-81.9315939,36.597651
"371",-121.7816704,42.224867
"372",-83.9207392,35.9606384
"373",-91.2395807,43.8013556
"374",-71.4703509,43.5278546
"375",-86.8752869,40.4167022
"376",-92.0198427,30.2240897
"377",-93.2173758,30.2265949
"378",-81.9498042,28.0394654
"379",-120.345792,42.1887721
"380",-76.3055144,40.0378755
"381",-84.5429327,42.7289011
"382",-115.1466648,36.0971945
"383",-87.3347389,35.2423023
"384",-98.3959291,34.6035669
"385",-72.2517569,43.6422934
"386",-76.4113497,40.3409251
"387",-70.2856675,44.0164814
"388",-84.5037164,38.0405837
"389",-115.5559988,48.3882861
"390",-96.6851982,40.8257625
"391",-92.3344892,34.7269418
"392",-111.8338359,41.7369803
"393",-118.1311828,33.7591784
"394",-85.7584557,38.2526647
"395",-79.0086424,34.6182199
"396",-79.1422464,37.4137536
"397",-83.6324022,32.8406946
"398",-120.0607176,36.9613356
"399",-89.4012302,43.0730517
"400",-71.4771848,42.77995
"401",-86.324253,44.2444473
"402",-95.7911916,44.448423
"403",-94.3674184,32.5448714
"404",-95.7697131,34.9334298
"405",-98.1242884,26.3524992
"406",-122.8755949,42.3265152
"407",-90.0489801,35.1495343
"408",-94.2396554,34.5862171
"409",-120.4829677,37.3021632
"410",-80.085874,26.250637
"411",-86.8950297,41.7075394
"412",-83.7142848,36.6072567
"413",-88.0070315,43.0166806
"414",-93.3225989,44.9515446
"415",-113.996586,46.8787176
"416",-88.0398912,30.6953657
"417",-120.9968782,37.6390972
"418",-86.2999689,32.3668052
"419",-79.9558968,39.629526
"420",-122.3247763,48.4659701
