"GHO","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","Display Value","Numeric","Low","High","Comments"
"MH_18","PUBLISHED","2010","AMR","WB_LMI","SLV","10","10.00000","","",""
"MH_18","PUBLISHED","2009","AFR","WB_LI","ERI","0","0.00000","","",""
"MH_18","PUBLISHED","2009","AFR","WB_LI","GHA","16","16.00000","","",""
"MH_18","PUBLISHED","2008","EUR","WB_HI","GRC","1440","1440.00000","","",""
"MH_18","PUBLISHED","2010","AMR","WB_LI","HTI","20","20.00000","","",""
"MH_18","PUBLISHED","2009","EUR","WB_HI","ITA","4693","4693.00000","","",""
"MH_18","PUBLISHED","2009","EUR","WB_LI","KGZ","195","195.00000","","",""
"MH_18","PUBLISHED","2009","AFR","WB_LMI","LSO","1","1.00000","","",""
"MH_18","PUBLISHED","2009","WPR","WB_UMI","MYS","233","233.00000","","",""
"MH_18","PUBLISHED","2009","EUR","WB_HI","MCO","12","12.00000","","",""
"MH_18","PUBLISHED","2010","EUR","WB_HI","NOR","1494","1494.00000","","",""
"MH_18","PUBLISHED","2008","EMR","WB_HI","OMN","67","67.00000","","",""
"MH_18","PUBLISHED","2010","WPR","WB_UMI","PLW","1","1.00000","","",""
"MH_18","PUBLISHED","2004","EUR","WB_HI","PRT","659","659.00000","","",""
"MH_18","PUBLISHED","2007","AMR","WB_UMI","LCA","3","3.00000","","",""
"MH_18","PUBLISHED","2008","WPR","WB_LMI","WSM","1","1.00000","","",""
"MH_18","PUBLISHED","2008","AFR","WB_LI","TGO","2","2.00000","","",""
"MH_18","PUBLISHED","2009","AFR","WB_LI","ZWE","7","7.00000","","",""
"MH_10","PUBLISHED","2011","EMR","","AFG","0.07","0.07000","","",""
"MH_10","PUBLISHED","2011","AFR","","AGO","0.01","0.01000","","",""
"MH_11","PUBLISHED","2011","EUR","","ALB","0.09","0.09000","","",""
"MH_10","PUBLISHED","2011","EUR","","ARM","0.87","0.87000","","",""
"MH_10","PUBLISHED","2011","EUR","","AZE","0.08","0.08000","","",""
"MH_10","PUBLISHED","2011","AFR","","BDI","0.04","0.04000","","",""
"MH_11","PUBLISHED","2011","EUR","","BEL","1.27","1.27000","","",""
"MH_14","PUBLISHED","2011","AFR","","BEN","0.04","0.04000","","",""
"MH_10","PUBLISHED","2011","AFR","","BEN","0.16","0.16000","","",""
"MH_11","PUBLISHED","2011","SEAR","","BGD","0","0.00000","","",""
"MH_10","PUBLISHED","2011","AMR","","BRA","0.44","0.44000","","",""
"MH_11","PUBLISHED","2011","AMR","","BRB","0","0.00000","","",""
"MH_14","PUBLISHED","2011","AFR","","BWA","0","0.00000","","",""
"MH_10","PUBLISHED","2011","AFR","","CAF","0.02","0.02000","","",""
"MH_14","PUBLISHED","2011","AFR","","COD","0","0.00000","","",""
"MH_10","PUBLISHED","2011","WPR","","COK","10.03","10.03000","","",""
"MH_10","PUBLISHED","2011","AMR","","CRI","0.82","0.82000","","",""
"MH_10","PUBLISHED","2011","EUR","","CZE","7.92","7.92000","","",""
"MH_11","PUBLISHED","2011","AFR","","DZA","0.05","0.05000","","",""
"MH_10","PUBLISHED","2011","EUR","","ESP","1.15","1.15000","","",""
"MH_10","PUBLISHED","2011","AFR","","GAB","0.13","0.13000","","",""
"MH_14","PUBLISHED","2011","EUR","","GEO","0","0.00000","","",""
"MH_10","PUBLISHED","2011","EUR","","GEO","0.47","0.47000","","",""
"MH_11","PUBLISHED","2011","AFR","","GIN","0.02","0.02000","","",""
"MH_10","PUBLISHED","2011","AFR","","GMB","1.6","1.60000","","",""
"MH_11","PUBLISHED","2011","EUR","","GRC","0.4","0.40000","","",""
"MH_10","PUBLISHED","2011","AMR","","GTM","0.28","0.28000","","",""
"MH_11","PUBLISHED","2011","EUR","","HRV","0.41","0.41000","","",""
"MH_10","PUBLISHED","2011","AMR","","HTI","0.02","0.02000","","",""
"MH_10","PUBLISHED","2011","EUR","","HUN","8.01","8.01000","","",""
"MH_11","PUBLISHED","2011","EMR","","IRQ","0","0.00000","","",""
"MH_11","PUBLISHED","2011","EUR","","ITA","1.34","1.34000","","",""
"MH_10","PUBLISHED","2011","EMR","","JOR","0.99","0.99000","","",""
"MH_14","PUBLISHED","2011","WPR","","JPN","1.57","1.57000","","",""
"MH_11","PUBLISHED","2011","WPR","","KIR","0","0.00000","","",""
"MH_11","PUBLISHED","2011","EMR","","KWT","0.03","0.03000","","",""
"MH_10","PUBLISHED","2011","AFR","","LBR","0.02","0.02000","","",""
"MH_11","PUBLISHED","2011","AMR","","LCA","0","0.00000","","",""
"MH_11","PUBLISHED","2011","AFR","","LSO","0","0.00000","","",""
"MH_14","PUBLISHED","2011","EUR","","LUX","23.18","23.18000","","",""
"MH_11","PUBLISHED","2011","EUR","","LVA","0.22","0.22000","","",""
"MH_10","PUBLISHED","2011","WPR","","MHL","3.15","3.15000","","",""
"MH_11","PUBLISHED","2011","EUR","","MLT","3.41","3.41000","","",""
"MH_10","PUBLISHED","2011","AFR","","MOZ","0.35","0.35000","","",""
"MH_11","PUBLISHED","2011","AFR","","MRT","0.15","0.15000","","",""
"MH_11","PUBLISHED","2011","AFR","","NAM","0","0.00000","","",""
"MH_14","PUBLISHED","2011","AFR","","NAM","0.05","0.05000","","",""
"MH_11","PUBLISHED","2011","WPR","","NIU","69.54","69.54000","","",""
"MH_10","PUBLISHED","2011","EUR","","NLD","1.19","1.19000","","",""
"MH_11","PUBLISHED","2011","EUR","","NLD","260.08","260.07999","","",""
"MH_10","PUBLISHED","2011","EUR","","NOR","3.6","3.60000","","",""
"MH_11","PUBLISHED","2011","EMR","","PAK","0","0.00000","","",""
"MH_14","PUBLISHED","2011","WPR","","PNG","0","0.00000","","",""
"MH_11","PUBLISHED","2011","WPR","","PNG","0.29","0.29000","","",""
"MH_11","PUBLISHED","2011","EUR","","POL","0.65","0.65000","","",""
"MH_10","PUBLISHED","2011","AMR","","PRY","0.62","0.62000","","",""
"MH_14","PUBLISHED","2011","EMR","","QAT","0.07","0.07000","","",""
"MH_10","PUBLISHED","2011","EMR","","QAT","1.06","1.06000","","",""
"MH_14","PUBLISHED","2011","EUR","","RUS","0.01","0.01000","","",""
"MH_14","PUBLISHED","2011","AFR","","RWA","0.01","0.01000","","",""
"MH_11","PUBLISHED","2011","AFR","","SEN","0","0.00000","","",""
"MH_11","PUBLISHED","2011","WPR","","SGP","0.52","0.52000","","",""
"MH_11","PUBLISHED","2011","AFR","","SLE","0","0.00000","","",""
"MH_10","PUBLISHED","2011","EUR","","SRB","0.73","0.73000","","",""
"MH_10","PUBLISHED","2011","AFR","","STP","0.6","0.60000","","",""
"MH_14","PUBLISHED","2011","AMR","","SUR","0","0.00000","","",""
"MH_14","PUBLISHED","2011","EMR","","SYR","0.16","0.16000","","",""
"MH_14","PUBLISHED","2011","AFR","","TGO","0","0.00000","","",""
"MH_14","PUBLISHED","2011","AMR","","TTO","0.6","0.60000","","",""
"MH_14","PUBLISHED","2011","EMR","","TUN","0.77","0.77000","","",""
"MH_10","PUBLISHED","2011","AFR","","UGA","0.08","0.08000","","",""
"MH_14","PUBLISHED","2011","AMR","","VCT","0","0.00000","","",""
"MH_10","PUBLISHED","2011","WPR","","VNM","0.07","0.07000","","",""
"MH_11","PUBLISHED","2011","WPR","","VUT","2.03","2.03000","","",""
"MH_14","PUBLISHED","2011","WPR","","WSM","0","0.00000","","",""
"MH_11","PUBLISHED","2011","AFR","","ZMB","0.01","0.01000","","",""
"MH_11","PUBLISHED","2011","AFR","","ZWE","0.02","0.02000","","",""
"MH_17","PUBLISHED","2011","AMR","WB_UMI","ARG","0.13","0.13000","","",""
"MH_17","PUBLISHED","2011","EUR","WB_LMI","ARM","0.32","0.32000","","",""
"MH_17","PUBLISHED","2011","WPR","WB_HI","AUS","0.07","0.07000","","",""
"MH_17","PUBLISHED","2011","SEAR","WB_LI","BGD","0","0.00000","","",""
"MH_17","PUBLISHED","2011","EUR","WB_UMI","BGR","0.16","0.16000","","",""
"MH_17","PUBLISHED","2011","WPR","WB_HI","BRN","0","0.00000","","",""
"MH_17","PUBLISHED","2011","AMR","WB_UMI","CHL","0.02","0.02000","","",""
"MH_17","PUBLISHED","2011","WPR","WB_LMI","CHN","0.06","0.06000","","",""
"MH_17","PUBLISHED","2011","AFR","WB_LI","COM","0","0.00000","","",""
"MH_17","PUBLISHED","2011","AFR","WB_LMI","CPV","0","0.00000","","",""
"MH_17","PUBLISHED","2011","AMR","WB_UMI","DMA","0","0.00000","","",""
"MH_17","PUBLISHED","2011","EUR","WB_HI","DNK","","","","","No data"
"MH_17","PUBLISHED","2011","AMR","WB_UMI","DOM","0.01","0.01000","","",""
"MH_17","PUBLISHED","2011","WPR","WB_UMI","FJI","0.12","0.12000","","",""
"MH_17","PUBLISHED","2011","AFR","WB_LI","GHA","0.02","0.02000","","",""
"MH_17","PUBLISHED","2011","AFR","WB_LI","GIN","0","0.00000","","",""
"MH_17","PUBLISHED","2011","AMR","WB_LI","HTI","0.02","0.02000","","",""
"MH_17","PUBLISHED","2011","EUR","WB_HI","ISL","","","","","No data"
"MH_17","PUBLISHED","2011","EUR","WB_HI","ISR","0.19","0.19000","","",""
"MH_17","PUBLISHED","2011","WPR","WB_LMI","KIR","1","1.00000","","",""
"MH_17","PUBLISHED","2011","EMR","WB_UMI","LBY","","","","","No data"
"MH_17","PUBLISHED","2011","AMR","WB_UMI","LCA","0.57","0.57000","","",""
"MH_17","PUBLISHED","2011","AFR","WB_LI","MWI","0.02","0.02000","","",""
"MH_17","PUBLISHED","2011","SEAR","WB_LI","NPL","0","0.00000","","",""
"MH_17","PUBLISHED","2011","EUR","WB_UMI","POL","0.14","0.14000","","",""
"MH_17","PUBLISHED","2011","EUR","WB_UMI","RUS","0.26","0.26000","","",""
"MH_17","PUBLISHED","2011","AFR","WB_LI","RWA","0.01","0.01000","","",""
"MH_17","PUBLISHED","2011","EMR","WB_LMI","SDN","0","0.00000","","",""
"MH_17","PUBLISHED","2011","EUR","WB_HI","SMR","","","","","No data"
"MH_17","PUBLISHED","2011","EMR","WB_LI","SSD","","","","","No data"
"MH_17","PUBLISHED","2011","EUR","WB_HI","SWE","0","0.00000","","",""
"MH_17","PUBLISHED","2011","SEAR","WB_LMI","TLS","","","","","No data"
"MH_17","PUBLISHED","2011","EUR","WB_LMI","UKR","0.19","0.19000","","",""
"MH_17","PUBLISHED","2011","AMR","WB_HI","USA","0.25","0.25000","","",""
"MH_17","PUBLISHED","2011","WPR","WB_LMI","WSM","","","","","No data"
"MH_18","PUBLISHED","2009","EUR","WB_LMI","AZE","454","454.00000","","",""
"MH_18","PUBLISHED","2009","EMR","WB_HI","BHR","66","66.00000","","",""
"MH_18","PUBLISHED","2008","EUR","WB_UMI","BIH","186","186.00000","","",""
"MH_18","PUBLISHED","2010","AFR","WB_LMI","CMR","5","5.00000","","",""
"MH_18","PUBLISHED","2009","AFR","WB_LMI","CPV","7","7.00000","","",""
"MH_18","PUBLISHED","2009","AFR","WB_LMI","COG","1","1.00000","","",""
"MH_18","PUBLISHED","2009","AMR","WB_UMI","CRI","108","108.00000","","",""
"MH_18","PUBLISHED","2009","EUR","WB_HI","DNK","774","774.00000","","",""
"MH_18","PUBLISHED","2007","AMR","WB_UMI","DMA","2","2.00000","","",""
"MH_18","PUBLISHED","2009","AFR","WB_LI","ETH","36","36.00000","","",""
"MH_18","PUBLISHED","2007","AMR","WB_UMI","GRD","2","2.00000","","",""
"MH_18","PUBLISHED","2010","SEAR","WB_LMI","IDN","33","33.00000","","",""
"MH_18","PUBLISHED","2010","EMR","WB_HI","KWT","80","80.00000","","",""
"MH_18","PUBLISHED","2008","AFR","WB_LI","LBR","1","1.00000","","",""
"MH_18","PUBLISHED","2009","EUR","WB_HI","MLT","13","13.00000","","",""
"MH_18","PUBLISHED","2008","AFR","WB_UMI","MUS","21","21.00000","","",""
"MH_18","PUBLISHED","2009","SEAR","WB_LI","MMR","44","44.00000","","",""
"MH_18","PUBLISHED","2009","AFR","WB_UMI","NAM","5","5.00000","","",""
"MH_18","PUBLISHED","2010","WPR","","NIU","0","0.00000","","",""
"MH_18","PUBLISHED","2010","WPR","WB_LMI","PNG","7","7.00000","","",""
"MH_18","PUBLISHED","2008","AMR","WB_UMI","PER","168","168.00000","","",""
"MH_18","PUBLISHED","2009","EUR","WB_UMI","RUS","16299","16299.00000","","",""
"MH_18","PUBLISHED","2009","AFR","WB_LMI","STP","1","1.00000","","",""
"MH_18","PUBLISHED","2009","EMR","WB_HI","SAU","765","765.00000","","",""
"MH_18","PUBLISHED","2010","EUR","WB_UMI","SRB","947","947.00000","","",""
"MH_18","PUBLISHED","2009","EUR","WB_LI","TJK","96","96.00000","","",""
"MH_18","PUBLISHED","2008","EMR","WB_LMI","TUN","205","205.00000","","",""
"MH_18","PUBLISHED","2010","EUR","WB_UMI","TUR","1616","1616.00000","","",""
"MH_11","PUBLISHED","2011","AMR","","ATG","1.13","1.13000","","",""
"MH_14","PUBLISHED","2011","EUR","","BGR","3.43","3.43000","","",""
"MH_10","PUBLISHED","2011","EUR","","BGR","5.04","5.04000","","",""
