"GHO","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","Display Value","Numeric","Low","High","Comments"
"MH_10","PUBLISHED","2011","EMR","","MAR","0.25","0.25000","","",""
"MH_14","PUBLISHED","2011","WPR","","MHL","0","0.00000","","",""
"MH_10","PUBLISHED","2011","EUR","","MKD","0.93","0.93000","","",""
"MH_14","PUBLISHED","2011","EUR","","MLT","0.49","0.49000","","",""
"MH_10","PUBLISHED","2011","SEAR","","MMR","0.07","0.07000","","",""
"MH_11","PUBLISHED","2011","AFR","","MUS","0","0.00000","","",""
"MH_10","PUBLISHED","2011","WPR","","MYS","2.58","2.58000","","",""
"MH_10","PUBLISHED","2011","AFR","","NAM","0.09","0.09000","","",""
"MH_10","PUBLISHED","2011","AFR","","NER","0.03","0.03000","","",""
"MH_11","PUBLISHED","2011","SEAR","","NPL","0.01","0.01000","","",""
"MH_11","PUBLISHED","2011","WPR","","NRU","0","0.00000","","",""
"MH_11","PUBLISHED","2011","EMR","","OMN","0","0.00000","","",""
"MH_10","PUBLISHED","2011","AMR","","PAN","2.99","2.99000","","",""
"MH_11","PUBLISHED","2011","WPR","","PHL","0","0.00000","","",""
"MH_10","PUBLISHED","2011","WPR","","PLW","19.48","19.48000","","",""
"MH_11","PUBLISHED","2011","AFR","","RWA","0.01","0.01000","","",""
"MH_10","PUBLISHED","2011","AFR","","RWA","0.01","0.01000","","",""
"MH_10","PUBLISHED","2011","AMR","","SLV","0.16","0.16000","","",""
"MH_14","PUBLISHED","2011","EUR","","SMR","3.17","3.17000","","",""
"MH_11","PUBLISHED","2011","EUR","","SVK","0.33","0.33000","","",""
"MH_14","PUBLISHED","2011","AFR","","SYC","0","0.00000","","",""
"MH_10","PUBLISHED","2011","AFR","","SYC","1.18","1.18000","","",""
"MH_10","PUBLISHED","2011","AFR","","TCD","0.01","0.01000","","",""
"MH_10","PUBLISHED","2011","SEAR","","THA","0.14","0.14000","","",""
"MH_11","PUBLISHED","2011","AMR","","TTO","0.22","0.22000","","",""
"MH_10","PUBLISHED","2011","EMR","","TUN","0.43","0.43000","","",""
"MH_11","PUBLISHED","2011","AFR","","TZA","0","0.00000","","",""
"MH_10","PUBLISHED","2011","EUR","","UKR","0.07","0.07000","","",""
"MH_11","PUBLISHED","2011","AMR","","VCT","0","0.00000","","",""
"MH_10","PUBLISHED","2011","AMR","","VCT","4.58","4.58000","","",""
"MH_10","PUBLISHED","2011","WPR","","VUT","2.44","2.44000","","",""
"MH_14","PUBLISHED","2011","EMR","","YEM","0.02","0.02000","","",""
"MH_11","PUBLISHED","2011","AFR","","ZAF","0.16","0.16000","","",""
"MH_10","PUBLISHED","2011","AFR","","ZWE","0.02","0.02000","","",""
"MH_17","PUBLISHED","2011","AMR","WB_HI","ATG","1.13","1.13000","","",""
"MH_17","PUBLISHED","2011","AFR","WB_LI","BFA","","","","","No data"
"MH_17","PUBLISHED","2011","EMR","WB_HI","BHR","0.12","0.12000","","",""
"MH_17","PUBLISHED","2011","AMR","WB_LMI","BOL","0.09","0.09000","","",""
"MH_17","PUBLISHED","2011","AMR","WB_UMI","BRA","0.11","0.11000","","",""
"MH_17","PUBLISHED","2011","EUR","WB_HI","CHE","0.79","0.79000","","",""
"MH_17","PUBLISHED","2011","AFR","WB_LMI","CIV","0.01","0.01000","","",""
"MH_17","PUBLISHED","2011","AMR","WB_UMI","CUB","0.21","0.21000","","",""
"MH_17","PUBLISHED","2011","EUR","WB_HI","EST","0.37","0.37000","","",""
"MH_17","PUBLISHED","2011","AFR","WB_LI","ETH","0","0.00000","","",""
"MH_17","PUBLISHED","2011","EUR","WB_HI","FRA","0.6","0.60000","","",""
"MH_17","PUBLISHED","2011","AMR","WB_LMI","HND","0.03","0.03000","","",""
"MH_17","PUBLISHED","2011","EMR","WB_LMI","IRQ","0.01","0.01000","","",""
"MH_17","PUBLISHED","2011","EUR","WB_HI","ITA","0","0.00000","","",""
"MH_17","PUBLISHED","2011","AFR","WB_LI","KEN","","","","","No data"
"MH_17","PUBLISHED","2011","WPR","WB_LI","KHM","0","0.00000","","",""
"MH_17","PUBLISHED","2011","EMR","WB_UMI","LBN","0.07","0.07000","","",""
"MH_17","PUBLISHED","2011","AFR","WB_LI","LBR","","","","","No data"
"MH_17","PUBLISHED","2011","EUR","WB_LMI","MDA","0.08","0.08000","","",""
"MH_17","PUBLISHED","2011","AFR","WB_LI","MLI","0","0.00000","","",""
"MH_17","PUBLISHED","2011","EUR","WB_HI","MLT","0.49","0.49000","","",""
"MH_17","PUBLISHED","2011","WPR","WB_UMI","MYS","0.01","0.01000","","",""
"MH_17","PUBLISHED","2011","AFR","WB_UMI","NAM","0","0.00000","","",""
"MH_17","PUBLISHED","2011","WPR","WB_HI","NRU","0","0.00000","","",""
"MH_17","PUBLISHED","2011","EMR","WB_HI","OMN","0.03","0.03000","","",""
"MH_17","PUBLISHED","2011","WPR","WB_LMI","PNG","0.01","0.01000","","",""
"MH_17","PUBLISHED","2011","EMR","WB_HI","SAU","0.08","0.08000","","",""
"MH_17","PUBLISHED","2011","AFR","WB_LMI","SWZ","0.08","0.08000","","",""
"MH_17","PUBLISHED","2011","AFR","WB_UMI","SYC","1.18","1.18000","","",""
"MH_17","PUBLISHED","2011","EUR","WB_LMI","TKM","","","","","No data"
"MH_17","PUBLISHED","2011","EUR","WB_LI","UZB","0.04","0.04000","","",""
"MH_17","PUBLISHED","2011","EMR","WB_LI","YEM","0.02","0.02000","","",""
"MH_17","PUBLISHED","2011","AFR","WB_UMI","ZAF","0.12","0.12000","","",""
"MH_17","PUBLISHED","2011","AFR","WB_LI","ZMB","0.01","0.01000","","",""
"MH_18","PUBLISHED","2009","AFR","WB_UMI","DZA","549","549.00000","","",""
"MH_18","PUBLISHED","2010","EUR","WB_HI","AND","6","6.00000","","",""
"MH_18","PUBLISHED","2007","AMR","WB_HI","BRB","11","11.00000","","",""
"MH_18","PUBLISHED","2008","AMR","WB_HI","CAN","4272","4272.00000","","",""
"MH_18","PUBLISHED","2009","AMR","WB_UMI","DOM","136","136.00000","","",""
"MH_18","PUBLISHED","2010","AMR","WB_LMI","ECU","138","138.00000","","",""
"MH_18","PUBLISHED","2007","WPR","WB_UMI","FJI","2","2.00000","","",""
"MH_18","PUBLISHED","2008","EUR","WB_HI","FIN","1500","1500.00000","","",""
"MH_18","PUBLISHED","2008","EUR","WB_HI","FRA","14000","14000.00000","","",""
"MH_18","PUBLISHED","2009","AMR","WB_LMI","GUY","4","4.00000","","",""
"MH_18","PUBLISHED","2009","EMR","WB_LMI","IRN","1120","1120.00000","","",""
"MH_18","PUBLISHED","2007","WPR","WB_HI","JPN","12829","12829.00000","","",""
"MH_18","PUBLISHED","2009","EMR","WB_LMI","JOR","70","70.00000","","",""
"MH_18","PUBLISHED","2009","EUR","WB_UMI","KAZ","986","986.00000","","",""
"MH_18","PUBLISHED","2008","EUR","WB_UMI","LTU","578","578.00000","","",""
"MH_18","PUBLISHED","2009","EUR","WB_HI","LUX","104","104.00000","","",""
"MH_18","PUBLISHED","2009","AFR","WB_LI","MRT","3","3.00000","","",""
"MH_18","PUBLISHED","2010","AFR","WB_LI","NER","4","4.00000","","",""
"MH_18","PUBLISHED","2009","AFR","WB_LMI","NGA","100","100.00000","","",""
"MH_18","PUBLISHED","2009","AMR","WB_LMI","PRY","54","54.00000","","",""
"MH_18","PUBLISHED","2009","WPR","WB_LMI","PHL","352","352.00000","","",""
"MH_18","PUBLISHED","2009","AFR","WB_LI","RWA","5","5.00000","","",""
"MH_18","PUBLISHED","2007","AMR","WB_UMI","KNA","1","1.00000","","",""
"MH_18","PUBLISHED","2009","AFR","WB_LI","SEN","42","42.00000","","",""
"MH_18","PUBLISHED","2008","EUR","WB_HI","CHE","3146","3146.00000","","",""
"MH_18","PUBLISHED","2008","SEAR","WB_LMI","THA","302","302.00000","","",""
"MH_18","PUBLISHED","2009","AFR","WB_LI","UGA","31","31.00000","","",""
"MH_18","PUBLISHED","2008","AMR","WB_UMI","URY","581","581.00000","","",""
"MH_18","PUBLISHED","2008","EUR","WB_LI","UZB","937","937.00000","","",""
"MH_10","PUBLISHED","2011","EUR","","ALB","0.63","0.63000","","",""
"MH_10","PUBLISHED","2011","EUR","","AND","2.31","2.31000","","",""
"MH_11","PUBLISHED","2011","EUR","","ARM","0.13","0.13000","","",""
"MH_14","PUBLISHED","2011","AMR","","ATG","0","0.00000","","",""
"MH_11","PUBLISHED","2011","EUR","","AUT","0.29","0.29000","","",""
"MH_11","PUBLISHED","2011","AFR","","BEN","0","0.00000","","",""
"MH_10","PUBLISHED","2011","SEAR","","BGD","0.04","0.04000","","",""
"MH_10","PUBLISHED","2011","EMR","","BHR","0.62","0.62000","","",""
"MH_10","PUBLISHED","2011","AMR","","BLZ","2.88","2.88000","","",""
"MH_14","PUBLISHED","2011","AMR","","BOL","0.01","0.01000","","",""
"MH_11","PUBLISHED","2011","AMR","","BRA","0.79","0.79000","","",""
"MH_11","PUBLISHED","2011","SEAR","","BTN","0","0.00000","","",""
"MH_10","PUBLISHED","2011","AFR","","BWA","0.86","0.86000","","",""
"MH_14","PUBLISHED","2011","AFR","","CAF","0","0.00000","","",""
"MH_14","PUBLISHED","2011","AMR","","CHL","1","1.00000","","",""
"MH_14","PUBLISHED","2011","AFR","","CIV","0.01","0.01000","","",""
"MH_11","PUBLISHED","2011","AFR","","CIV","0.02","0.02000","","",""
"MH_14","PUBLISHED","2011","AFR","","CMR","0.03","0.03000","","",""
"MH_11","PUBLISHED","2011","AFR","","COD","0","0.00000","","",""
"MH_10","PUBLISHED","2011","AFR","","COG","0","0.00000","","",""
"MH_14","PUBLISHED","2011","AFR","","COM","0","0.00000","","",""
"MH_11","PUBLISHED","2011","AFR","","COM","0.43","0.43000","","",""
"MH_11","PUBLISHED","2011","EUR","","DEU","0.61","0.61000","","",""
"MH_11","PUBLISHED","2011","AMR","","DMA","0","0.00000","","",""
"MH_11","PUBLISHED","2011","AMR","","DOM","0.01","0.01000","","",""
"MH_11","PUBLISHED","2011","WPR","","FJI","0","0.00000","","",""
"MH_10","PUBLISHED","2011","AFR","","GIN","0","0.00000","","",""
"MH_14","PUBLISHED","2011","AMR","","GTM","0.08","0.08000","","",""
"MH_10","PUBLISHED","2011","EUR","","HRV","3.38","3.38000","","",""
"MH_11","PUBLISHED","2011","EUR","","HUN","0.29","0.29000","","",""
"MH_11","PUBLISHED","2011","EMR","","IRN","0.12","0.12000","","",""
"MH_14","PUBLISHED","2011","EUR","","ISR","3.54","3.54000","","",""
"MH_10","PUBLISHED","2011","EUR","","KAZ","0.2","0.20000","","",""
"MH_14","PUBLISHED","2011","WPR","","KHM","0","0.00000","","",""
"MH_11","PUBLISHED","2011","AMR","","KNA","0","0.00000","","",""
"MH_10","PUBLISHED","2011","WPR","","KOR","2.35","2.35000","","",""
"MH_11","PUBLISHED","2011","WPR","","LAO","0","0.00000","","",""
"MH_10","PUBLISHED","2011","AMR","","LCA","5.17","5.17000","","",""
"MH_10","PUBLISHED","2011","AFR","","LSO","0.53","0.53000","","",""
"MH_10","PUBLISHED","2011","EUR","","LTU","2.73","2.73000","","",""
"MH_10","PUBLISHED","2011","EUR","","LVA","3.35","3.35000","","",""
"MH_11","PUBLISHED","2011","WPR","","MHL","0","0.00000","","",""
"MH_10","PUBLISHED","2011","AFR","","MLI","0.04","0.04000","","",""
"MH_11","PUBLISHED","2011","AFR","","MOZ","0.02","0.02000","","",""
"MH_10","PUBLISHED","2011","AFR","","MRT","0.03","0.03000","","",""
"MH_10","PUBLISHED","2011","AFR","","NGA","0.03","0.03000","","",""
"MH_11","PUBLISHED","2011","AMR","","NIC","0.07","0.07000","","",""
"MH_10","PUBLISHED","2011","WPR","","NIU","0","0.00000","","",""
"MH_14","PUBLISHED","2011","EUR","","NLD","0.12","0.12000","","",""
"MH_14","PUBLISHED","2011","WPR","","NRU","0","0.00000","","",""
"MH_10","PUBLISHED","2011","EMR","","OMN","0.89","0.89000","","",""
"MH_14","PUBLISHED","2011","EMR","","PAK","0","0.00000","","",""
"MH_14","PUBLISHED","2011","AMR","","PAN","0","0.00000","","",""
"MH_11","PUBLISHED","2011","AMR","","PAN","0.03","0.03000","","",""
"MH_14","PUBLISHED","2011","EUR","","POL","0.01","0.01000","","",""
"MH_10","PUBLISHED","2011","EUR","","POL","3.2","3.20000","","",""
"MH_11","PUBLISHED","2011","EUR","","PRT","0.27","0.27000","","",""
"MH_11","PUBLISHED","2011","EMR","","QAT","0.13","0.13000","","",""
"MH_11","PUBLISHED","2011","EUR","","ROU","0.2","0.20000","","",""
"MH_11","PUBLISHED","2011","EMR","","SAU","0.01","0.01000","","",""
"MH_11","PUBLISHED","2011","EMR","","SDN","0","0.00000","","",""
"MH_10","PUBLISHED","2011","EMR","","SDN","0.04","0.04000","","",""
"MH_14","PUBLISHED","2011","WPR","","SLB","0","0.00000","","",""
"MH_10","PUBLISHED","2011","AFR","","SLE","0","0.00000","","",""
"MH_14","PUBLISHED","2011","EMR","","SOM","0","0.00000","","",""
"MH_14","PUBLISHED","2011","AFR","","STP","0","0.00000","","",""
"MH_14","PUBLISHED","2011","EUR","","SVN","2.22","2.22000","","",""
"MH_10","PUBLISHED","2011","AFR","","TGO","0.1","0.10000","","",""
"MH_14","PUBLISHED","2011","SEAR","","THA","0","0.00000","","",""
"MH_11","PUBLISHED","2011","WPR","","TON","0","0.00000","","",""
"MH_11","PUBLISHED","2011","EMR","","TUN","0.01","0.01000","","",""
"MH_14","PUBLISHED","2011","EUR","","TUR","0","0.00000","","",""
"MH_14","PUBLISHED","2011","AFR","","UGA","0","0.00000","","",""
"MH_14","PUBLISHED","2011","WPR","","VUT","0","0.00000","","",""
"MH_10","PUBLISHED","2011","EMR","","YEM","0.04","0.04000","","",""
"MH_14","PUBLISHED","2011","AFR","","ZAF","0.12","0.12000","","",""
"MH_14","PUBLISHED","2011","AFR","","ZWE","0.08","0.08000","","",""
"MH_17","PUBLISHED","2011","AFR","WB_LMI","AGO","0.01","0.01000","","",""
"MH_17","PUBLISHED","2011","EUR","WB_LMI","ALB","0.06","0.06000","","",""
"MH_17","PUBLISHED","2011","EUR","WB_LMI","AZE","0.12","0.12000","","",""
"MH_17","PUBLISHED","2011","AFR","WB_LI","BDI","0.01","0.01000","","",""
"MH_17","PUBLISHED","2011","EUR","WB_HI","BEL","0.64","0.64000","","",""
"MH_17","PUBLISHED","2011","EUR","WB_UMI","BLR","0.15","0.15000","","",""
"MH_17","PUBLISHED","2011","AMR","WB_HI","CAN","","","","","No data"
"MH_17","PUBLISHED","2011","WPR","WB_HI","COK","0","0.00000","","",""
"MH_17","PUBLISHED","2011","AMR","WB_UMI","COL","","","","","No data"
"MH_17","PUBLISHED","2011","AFR","WB_LI","ERI","0.02","0.02000","","",""
"MH_17","PUBLISHED","2011","WPR","WB_LMI","FSM","0","0.00000","","",""
"MH_17","PUBLISHED","2011","EUR","WB_LMI","GEO","0.14","0.14000","","",""
"MH_17","PUBLISHED","2011","AMR","WB_UMI","KNA","0","0.00000","","",""
"MH_17","PUBLISHED","2011","WPR","WB_HI","KOR","2.54","2.54000","","",""
"MH_17","PUBLISHED","2011","WPR","WB_LI","LAO","0","0.00000","","",""
"MH_17","PUBLISHED","2011","EUR","WB_UMI","LVA","0.27","0.27000","","",""
"MH_17","PUBLISHED","2011","WPR","WB_LMI","MHL","0","0.00000","","",""
"MH_17","PUBLISHED","2011","EUR","WB_UMI","MKD","0.2","0.20000","","",""
"MH_17","PUBLISHED","2011","WPR","WB_LMI","PHL","0","0.00000","","",""
"MH_17","PUBLISHED","2011","EMR","WB_HI","QAT","0.07","0.07000","","",""
"MH_17","PUBLISHED","2011","AFR","WB_LI","SEN","0.04","0.04000","","",""
"MH_17","PUBLISHED","2011","WPR","WB_HI","SGP","0.02","0.02000","","",""
"MH_17","PUBLISHED","2011","AMR","WB_UMI","SUR","0.19","0.19000","","",""
"MH_17","PUBLISHED","2011","EUR","WB_HI","SVK","0.17","0.17000","","",""
"MH_17","PUBLISHED","2011","AFR","WB_LI","TGO","0.01","0.01000","","",""
"MH_17","PUBLISHED","2011","SEAR","WB_LMI","THA","0.03","0.03000","","",""
"MH_17","PUBLISHED","2011","EUR","WB_LI","TJK","0.21","0.21000","","",""
"MH_17","PUBLISHED","2011","EUR","WB_UMI","TUR","0.01","0.01000","","",""
"MH_17","PUBLISHED","2011","AFR","WB_LI","TZA","0","0.00000","","",""
"MH_17","PUBLISHED","2011","AMR","WB_UMI","VCT","0.92","0.92000","","",""
"MH_17","PUBLISHED","2011","AMR","WB_UMI","VEN","","","","","No data"
"MH_17","PUBLISHED","2011","WPR","WB_LMI","VUT","0","0.00000","","",""
"MH_18","PUBLISHED","2010","AMR","WB_HI","ATG","1","1.00000","","",""
"MH_18","PUBLISHED","2009","AMR","WB_LMI","BLZ","3","3.00000","","",""
"MH_18","PUBLISHED","2009","SEAR","WB_LMI","BTN","2","2.00000","","",""
"MH_18","PUBLISHED","2009","WPR","WB_HI","BRN","2","2.00000","","",""
"MH_18","PUBLISHED","2009","WPR","WB_LMI","CHN","17204","17204.00000","","",""
"MH_18","PUBLISHED","2009","EUR","WB_HI","CYP","60","60.00000","","",""
"MH_18","PUBLISHED","2010","EUR","WB_HI","EST","181","181.00000","","",""
"MH_18","PUBLISHED","2009","EUR","WB_LMI","GEO","290","290.00000","","",""
"MH_18","PUBLISHED","2009","EUR","WB_HI","HUN","650","650.00000","","",""
"MH_18","PUBLISHED","2009","EUR","WB_HI","ISL","65","65.00000","","",""
"MH_18","PUBLISHED","2010","EUR","WB_HI","IRL","278","278.00000","","",""
"MH_18","PUBLISHED","2009","EUR","WB_UMI","LVA","243","243.00000","","",""
"MH_18","PUBLISHED","2008","EMR","WB_UMI","LBN","60","60.00000","","",""
"MH_18","PUBLISHED","2006","SEAR","WB_LMI","MDV","5","5.00000","","",""
"MH_18","PUBLISHED","2009","AFR","WB_LI","MLI","5","5.00000","","",""
"MH_18","PUBLISHED","2008","AMR","WB_UMI","MEX","1740","1740.00000","","",""
"MH_18","PUBLISHED","2006","SEAR","WB_LI","NPL","53","53.00000","","",""
"MH_18","PUBLISHED","2008","WPR","WB_HI","NZL","420","420.00000","","",""
"MH_18","PUBLISHED","2008","EUR","WB_UMI","POL","1952","1952.00000","","",""
"MH_18","PUBLISHED","2009","WPR","WB_HI","KOR","2483","2483.00000","","",""
"MH_18","PUBLISHED","2007","AMR","WB_UMI","VCT","2","2.00000","","",""
"MH_18","PUBLISHED","2010","EUR","WB_HI","SMR","5","5.00000","","",""
"MH_18","PUBLISHED","2009","AFR","WB_UMI","SYC","2","2.00000","","",""
"MH_18","PUBLISHED","2009","WPR","WB_HI","SGP","136","136.00000","","",""
"MH_18","PUBLISHED","2008","SEAR","WB_LMI","LKA","60","60.00000","","",""
"MH_18","PUBLISHED","2008","EUR","WB_UMI","MKD","204","204.00000","","",""
"MH_18","PUBLISHED","2010","WPR","WB_LMI","TON","2","2.00000","","",""
"MH_18","PUBLISHED","2010","EMR","WB_HI","ARE","14","14.00000","","",""
"MH_18","PUBLISHED","2009","EUR","WB_HI","GBR","9220","9220.00000","","",""
"MH_18","PUBLISHED","2009","WPR","WB_LI","VNM","900","900.00000","","",""
"MH_11","PUBLISHED","2011","EUR","","AND","3.46","3.46000","","",""
"MH_11","PUBLISHED","2011","EMR","","ARE","0","0.00000","","",""
"MH_10","PUBLISHED","2011","WPR","","AUS","4.65","4.65000","","",""
"MH_11","PUBLISHED","2011","EUR","","AZE","0.06","0.06000","","",""
"MH_14","PUBLISHED","2011","EUR","","AZE","0.08","0.08000","","",""
"MH_11","PUBLISHED","2011","AFR","","BFA","0","0.00000","","",""
"MH_10","PUBLISHED","2011","AFR","","BFA","0","0.00000","","",""
"MH_14","PUBLISHED","2011","AMR","","BRA","0.29","0.29000","","",""
"MH_14","PUBLISHED","2011","WPR","","BRN","0","0.00000","","",""
"MH_10","PUBLISHED","2011","SEAR","","BTN","4.38","4.38000","","",""
"MH_11","PUBLISHED","2011","AFR","","BWA","0","0.00000","","",""
"MH_11","PUBLISHED","2011","AFR","","CAF","0","0.00000","","",""
"MH_11","PUBLISHED","2011","AMR","","CHL","0.26","0.26000","","",""
"MH_10","PUBLISHED","2011","AMR","","CHL","0.79","0.79000","","",""
"MH_14","PUBLISHED","2011","WPR","","COK","0","0.00000","","",""
"MH_10","PUBLISHED","2011","AMR","","CUB","3.59","3.59000","","",""
"MH_14","PUBLISHED","2011","EUR","","CYP","0.11","0.11000","","",""
"MH_10","PUBLISHED","2011","EUR","","DEU","30.32","30.32000","","",""
"MH_10","PUBLISHED","2011","AFR","","DZA","1.21","1.21000","","",""
"MH_11","PUBLISHED","2011","EMR","","EGY","0","0.00000","","",""
"MH_11","PUBLISHED","2011","EUR","","ESP","0.25","0.25000","","",""
"MH_14","PUBLISHED","2011","EUR","","FIN","9.02","9.02000","","",""
"MH_14","PUBLISHED","2011","WPR","","FSM","0","0.00000","","",""
"MH_11","PUBLISHED","2011","WPR","","FSM","3.6","3.60000","","",""
"MH_10","PUBLISHED","2011","WPR","","FSM","3.6","3.60000","","",""
"MH_11","PUBLISHED","2011","AFR","","GAB","0","0.00000","","",""
"MH_10","PUBLISHED","2011","AFR","","GHA","0.16","0.16000","","",""
"MH_14","PUBLISHED","2011","AFR","","GMB","0","0.00000","","",""
"MH_11","PUBLISHED","2011","AFR","","GMB","0","0.00000","","",""
"MH_14","PUBLISHED","2011","AMR","","GRD","0","0.00000","","",""
"MH_11","PUBLISHED","2011","AMR","","HND","0.01","0.01000","","",""
"MH_14","PUBLISHED","2011","EMR","","IRN","0.11","0.11000","","",""
"MH_11","PUBLISHED","2011","WPR","","JPN","1.05","1.05000","","",""
"MH_14","PUBLISHED","2011","EUR","","KAZ","0","0.00000","","",""
"MH_10","PUBLISHED","2011","WPR","","KHM","0.42","0.42000","","",""
"MH_11","PUBLISHED","2011","WPR","","KOR","0.11","0.11000","","",""
"MH_10","PUBLISHED","2011","EMR","","KWT","0.82","0.82000","","",""
"MH_10","PUBLISHED","2011","SEAR","","LKA","1.36","1.36000","","",""
"MH_11","PUBLISHED","2011","EUR","","LUX","4.27","4.27000","","",""
"MH_14","PUBLISHED","2011","SEAR","","MDV","0.32","0.32000","","",""
"MH_10","PUBLISHED","2011","AMR","","MEX","0.03","0.03000","","",""
"MH_11","PUBLISHED","2011","EUR","","MKD","0.39","0.39000","","",""
"MH_14","PUBLISHED","2011","AFR","","MLI","0.03","0.03000","","",""
"MH_14","PUBLISHED","2011","SEAR","","MMR","0","0.00000","","",""
"MH_11","PUBLISHED","2011","EUR","","MNE","0","0.00000","","",""
"MH_10","PUBLISHED","2011","WPR","","MNG","1.26","1.26000","","",""
"MH_14","PUBLISHED","2011","AFR","","MOZ","0","0.00000","","",""
"MH_14","PUBLISHED","2011","AFR","","MUS","0","0.00000","","",""
"MH_11","PUBLISHED","2011","AFR","","NER","0.03","0.03000","","",""
"MH_14","PUBLISHED","2011","WPR","","NIU","0","0.00000","","",""
"MH_14","PUBLISHED","2011","EMR","","OMN","0","0.00000","","",""
"MH_14","PUBLISHED","2011","WPR","","PHL","0.02","0.02000","","",""
"MH_11","PUBLISHED","2011","WPR","","PLW","38.97","38.97000","","",""
"MH_10","PUBLISHED","2011","WPR","","PNG","0.29","0.29000","","",""
"MH_10","PUBLISHED","2011","EUR","","PRT","0.81","0.81000","","",""
"MH_10","PUBLISHED","2011","EMR","","SAU","0.36","0.36000","","",""
"MH_14","PUBLISHED","2011","AFR","","SEN","0.01","0.01000","","",""
"MH_10","PUBLISHED","2011","WPR","","SGP","0.06","0.06000","","",""
"MH_14","PUBLISHED","2011","WPR","","SGP","0.27","0.27000","","",""
"MH_14","PUBLISHED","2011","AFR","","SLE","0","0.00000","","",""
"MH_10","PUBLISHED","2011","EUR","","SMR","3.17","3.17000","","",""
"MH_10","PUBLISHED","2011","EMR","","SOM","0.14","0.14000","","",""
"MH_10","PUBLISHED","2011","AMR","","SUR","0.76","0.76000","","",""
"MH_10","PUBLISHED","2011","EUR","","SVN","4.59","4.59000","","",""
"MH_14","PUBLISHED","2011","AFR","","SWZ","0","0.00000","","",""
"MH_11","PUBLISHED","2011","AFR","","SWZ","0.83","0.83000","","",""
"MH_11","PUBLISHED","2011","AFR","","SYC","0","0.00000","","",""
"MH_10","PUBLISHED","2011","WPR","","TON","5.75","5.75000","","",""
"MH_14","PUBLISHED","2011","AMR","","USA","0.65","0.65000","","",""
"MH_11","PUBLISHED","2011","EUR","","UZB","0.06","0.06000","","",""
"MH_10","PUBLISHED","2011","EUR","","UZB","0.09","0.09000","","",""
"MH_10","PUBLISHED","2011","AFR","","ZMB","0.54","0.54000","","",""
"MH_17","PUBLISHED","2011","EMR","WB_LI","AFG","0","0.00000","","",""
"MH_17","PUBLISHED","2011","AMR","WB_HI","BRB","0.39","0.39000","","",""
"MH_17","PUBLISHED","2011","AMR","WB_UMI","CRI","0.04","0.04000","","",""
"MH_17","PUBLISHED","2011","AFR","WB_UMI","DZA","0.04","0.04000","","",""
"MH_17","PUBLISHED","2011","EUR","WB_HI","FIN","0.04","0.04000","","",""
"MH_17","PUBLISHED","2011","AFR","WB_LI","GMB","0.06","0.06000","","",""
"MH_17","PUBLISHED","2011","AFR","WB_LI","GNB","0","0.00000","","",""
"MH_17","PUBLISHED","2011","AMR","WB_LMI","GUY","0.13","0.13000","","",""
"MH_17","PUBLISHED","2011","EUR","WB_HI","HRV","0.16","0.16000","","",""
"MH_17","PUBLISHED","2011","EMR","WB_LMI","IRN","0.05","0.05000","","",""
"MH_17","PUBLISHED","2011","EUR","WB_LI","KGZ","0.09","0.09000","","",""
"MH_17","PUBLISHED","2011","EMR","WB_LMI","MAR","0.03","0.03000","","",""
"MH_17","PUBLISHED","2011","EUR","WB_HI","MCO","0","0.00000","","",""
"MH_17","PUBLISHED","2011","AFR","WB_LI","MDG","0","0.00000","","",""
"MH_17","PUBLISHED","2011","SEAR","WB_LI","MMR","0","0.00000","","",""
"MH_17","PUBLISHED","2011","EUR","WB_UMI","MNE","0.48","0.48000","","",""
"MH_17","PUBLISHED","2011","AFR","WB_LI","NER","0","0.00000","","",""
"MH_17","PUBLISHED","2011","WPR","WB_HI","NZL","0","0.00000","","",""
"MH_17","PUBLISHED","2011","WPR","WB_UMI","PLW","0","0.00000","","",""
"MH_17","PUBLISHED","2011","SEAR","WB_LI","PRK","","","","","No data"
"MH_17","PUBLISHED","2011","EMR","WB_LI","SOM","0.12","0.12000","","",""
"MH_17","PUBLISHED","2011","EUR","WB_UMI","SRB","0.05","0.05000","","",""
"MH_17","PUBLISHED","2011","EMR","WB_LMI","SYR","0.02","0.02000","","",""
"MH_17","PUBLISHED","2011","WPR","WB_LMI","TON","0.96","0.96000","","",""
"MH_17","PUBLISHED","2011","AMR","WB_HI","TTO","0.07","0.07000","","",""
"MH_17","PUBLISHED","2011","EMR","WB_LMI","TUN","0.01","0.01000","","",""
"MH_17","PUBLISHED","2011","AMR","WB_UMI","URY","","","","","No data"
"MH_18","PUBLISHED","2010","AFR","WB_LMI","AGO","4","4.00000","","",""
"MH_18","PUBLISHED","2008","WPR","WB_HI","AUS","2745","2745.00000","","",""
"MH_18","PUBLISHED","2009","EUR","WB_UMI","BLR","841","841.00000","","",""
"MH_18","PUBLISHED","2007","AFR","WB_LI","BEN","13","13.00000","","",""
"MH_18","PUBLISHED","2010","AFR","WB_LI","BDI","1","1.00000","","",""
"MH_18","PUBLISHED","2009","AMR","WB_UMI","CUB","1216","1216.00000","","",""
"MH_18","PUBLISHED","2009","AFR","WB_LI","COD","45","45.00000","","",""
